Date,Words (detex),Chars (detex),Words,Lines,Chars,Filename
1430770201,6735,42122,1026,7603,53890,./tex/diss.tex
1430770501,6823,42642,1043,7700,54524,./tex/diss.tex
1430770801,6883,42973,1048,7760,54887,./tex/diss.tex
1430772001,7188,44731,1073,8070,56698,./tex/diss.tex
1430772301,7225,44952,1087,8117,57058,./tex/diss.tex
1430772601,7298,45354,1092,8190,57471,./tex/diss.tex
1430772901,7353,45676,1099,8243,57816,./tex/diss.tex
1430778901,7492,46490,1111,8382,58647,./tex/diss.tex
1430779201,7580,46977,1118,8470,59147,./tex/diss.tex
1430779501,7642,47368,1127,8534,59562,./tex/diss.tex
1430779801,7752,47998,1136,8644,60208,./tex/diss.tex
1430780101,7890,48755,1146,8781,60974,./tex/diss.tex
1430780401,7915,48901,1149,8806,61121,./tex/diss.tex
1430780701,7894,48780,1147,8783,60987,./tex/diss.tex
1430904601,8101,49984,1169,8992,62277,./tex/diss.tex
1430904901,8088,49917,1170,8979,62243,./tex/diss.tex
1430942101,8090,49939,1173,8981,62275,./tex/diss.tex
1430942401,8090,49946,1180,9049,62585,./tex/diss.tex
1430946601,8090,49950,1184,9118,62944,./tex/diss.tex
1430946901,8090,49960,1194,9190,63245,./tex/diss.tex
1430947201,8192,50636,1195,9191,63396,./tex/diss.tex
1430947501,8198,50695,1196,9191,63405,./tex/diss.tex
1430947801,8198,50695,1196,9191,63432,./tex/diss.tex
1430948401,8198,50718,1197,9192,63485,./tex/diss.tex
1430948701,8198,50753,1200,9192,63767,./tex/diss.tex
1430949001,8189,50764,1201,9192,63835,./tex/diss.tex
1430949301,8189,50764,1201,9192,64244,./tex/diss.tex
1430983201,8129,50315,1188,9064,63192,./tex/diss.tex
1430983501,8116,50275,1190,9085,63498,./tex/diss.tex
1430983801,8155,50697,1202,9193,64366,./tex/diss.tex
1430984101,8143,50682,1202,9193,64426,./tex/diss.tex
1430984401,8127,50602,1202,9193,64534,./tex/diss.tex
1430984701,8127,50602,1202,9193,64766,./tex/diss.tex
1430985001,8127,50603,1203,9194,64790,./tex/diss.tex
1430985301,8129,50615,1203,9196,64802,./tex/diss.tex
1430985601,8176,50936,1207,9243,65127,./tex/diss.tex
1431000301,1,1513,1458,7127,98629,./tex/spec.tex
1431000601,1,1513,1458,7127,98772,./tex/spec.tex
1431015901,8175,50936,1207,9243,65136,./tex/diss.tex
1431075001,8153,50817,1239,9240,65235,./tex/diss.tex
1431075301,8153,50808,1230,9264,65504,./tex/diss.tex
1431075601,8153,50815,1237,9301,65796,./tex/diss.tex
1431075901,8153,50816,1238,9321,66016,./tex/diss.tex
1431076201,8153,50828,1250,9371,66510,./tex/diss.tex
1431076501,7654,47951,1206,8914,63884,./tex/diss.tex
1431076801,7654,47954,1209,8930,64064,./tex/diss.tex
1431077101,7654,47977,1232,9009,64990,./tex/diss.tex
1431077401,7654,47971,1226,9007,64915,./tex/diss.tex
1431077701,7654,47972,1227,9012,64969,./tex/diss.tex
1431079501,7673,48118,1229,9033,65107,./tex/diss.tex
1431079801,7668,48114,1229,9029,65086,./tex/diss.tex
1431080101,7745,48586,1241,9105,65556,./tex/diss.tex
1431080401,8228,51381,1283,9592,68477,./tex/diss.tex
1431081002,8228,51381,1283,9592,68478,./tex/diss.tex
1431081002,1930,12302,659,2675,22365,./tex/type-progress.tex
1431081301,8244,51481,1296,9634,69135,./tex/diss.tex
1431081601,8277,51911,1329,9676,70125,./tex/diss.tex
1431081901,8277,51910,1328,9673,70064,./tex/diss.tex
1431092101,8305,51969,1342,9719,70436,./tex/diss.tex
1431095101,8387,52431,1353,9812,71094,./tex/diss.tex
1431095401,8389,52442,1353,9816,71079,./tex/diss.tex
1431095702,8471,52883,1365,9917,71719,./tex/diss.tex
1431096001,8473,52897,1366,9920,71743,./tex/diss.tex
1431096301,8493,53045,1376,9953,72093,./tex/diss.tex
1431096601,8493,53066,1377,9953,72133,./tex/diss.tex
1431096901,8497,53124,1389,9962,72287,./tex/diss.tex
1431097501,8581,53630,1407,10061,73029,./tex/diss.tex
1431097801,8702,54348,1436,10227,74233,./tex/diss.tex
1431098101,8708,54420,1437,10233,74313,./tex/diss.tex
1431098401,8718,54478,1437,10239,74346,./tex/diss.tex
1431099001,8718,54478,1437,10239,74348,./tex/diss.tex
1431102901,8718,54482,1437,10239,74351,./tex/diss.tex
1431103201,8866,55344,1469,10424,75653,./tex/diss.tex
1431103801,8868,55378,1469,10424,75688,./tex/diss.tex
1431104101,8946,55816,1486,10530,76594,./tex/diss.tex
1431104101,1928,12300,659,2675,22365,./tex/type-progress.tex
1431104401,9075,56640,1527,10699,77860,./tex/diss.tex
1431105001,9101,56802,1536,10740,78265,./tex/diss.tex
1431105301,9171,57219,1545,10823,78987,./tex/diss.tex
1431114301,9196,57378,1555,10853,79241,./tex/diss.tex
1431114601,9197,57384,1556,10855,79278,./tex/diss.tex
1431115201,9234,57612,1562,10894,79559,./tex/diss.tex
1431115501,9234,57613,1562,10896,79593,./tex/diss.tex
1431115801,8577,53687,1414,10120,73486,./tex/diss.tex
1431116101,9234,57628,1571,10976,80311,./tex/diss.tex
1431116401,9234,57628,1573,10991,80401,./tex/diss.tex
1431117601,9234,57623,1568,10931,79955,./tex/diss.tex
1431117902,9234,57623,1568,10931,79958,./tex/diss.tex
1431118201,9250,57698,1574,10962,80303,./tex/diss.tex
1431118501,9248,57696,1574,10962,80388,./tex/diss.tex
1431118801,9248,57698,1575,10962,80419,./tex/diss.tex
1431119101,9292,57980,1582,11014,80829,./tex/diss.tex
1431120001,9306,58068,1588,11038,81045,./tex/diss.tex
1431120301,9305,58068,1589,11041,81040,./tex/diss.tex
1431120601,9316,58139,1589,11053,81117,./tex/diss.tex
1431120901,9325,58192,1591,11068,81260,./tex/diss.tex
1431121201,9331,58229,1596,11084,81391,./tex/diss.tex
1431121501,9331,58229,1596,11083,81390,./tex/diss.tex
1431122701,9348,58329,1598,11112,81631,./tex/diss.tex
1431122702,219,1612,137,559,5191,./tex/extraSpec.tex
1431123001,9349,58336,1599,11116,81676,./tex/diss.tex
1431123001,210,1558,132,492,4835,./tex/extraSpec.tex
1431123301,9371,58446,1601,11143,81878,./tex/diss.tex
1431123301,210,1558,132,492,4835,./tex/extraSpec.tex
1431123601,9374,58461,1601,11141,81873,./tex/diss.tex
1431123901,9386,58530,1607,11162,82094,./tex/diss.tex
1431124201,9401,58630,1616,11182,82285,./tex/diss.tex
1431124501,9412,58703,1621,11197,82497,./tex/diss.tex
1431124801,9432,58834,1625,11221,82675,./tex/diss.tex
1431125101,9441,58896,1628,11234,82812,./tex/diss.tex
1431126001,9452,58962,1631,11261,83148,./tex/diss.tex
1431126301,9485,59153,1641,11299,83473,./tex/diss.tex
1431126601,9507,59294,1653,11341,83922,./tex/diss.tex
1431254824,10534,65743,1920,12702,95968,./tex/diss.tex
1431255101,10577,66181,1942,12761,96577,./tex/diss.tex
1431356985,11717,73095,2058,13903,103843,./tex/diss.tex
